metric,mean,std,min,max
test_accuracy,0.8570156695156695,0.0022849449851519875,0.854522792022792,0.8600427350427351
test_macro_f1,0.8425638093971634,0.002079831632729906,0.8403181253484786,0.8453317127564924
test_bot_precision,0.7588080516319352,0.006101725532864218,0.7520462205103514,0.7668316831683168
test_bot_recall,0.8345851216022889,0.002850031732923659,0.8310085836909872,0.8379828326180258
